0,md5,,,网站名称,刊登频道名称,尺寸规范,区域,地域定向,频次控制,投放周期,特殊要求,版位定价(千人成本),总广告曝光(000'),总价,单位点击数,预估总广告点击数字 ,预计CTR,预计CPC,Nov.2018,,,,,,,,,,,Dec.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan.2019,,,,,,,,,
1,md5,,,Site,Channel,Video Length,Region,Geographical Direction,Frequency,Period,Specific Direction,Net Cost (CPM),Total Imp (000'),Total Net Cost,Unit Clicks,Ested Total Clicks ,Ested CTR,Ested CPC,2018-11-20,2018-11-21,2018-11-22,2018-11-23,2018-11-24,2018-11-25,2018-11-26,2018-11-27,2018-11-28,2018-11-29,2018-11-30,2018-12-1,2018-12-2,2018-12-3,2018-12-4,2018-12-5,2018-12-6,2018-12-7,2018-12-8,2018-12-9,2018-12-10,2018-12-11,2018-12-12,2018-12-13,2018-12-14,2018-12-15,2018-12-16,2018-12-17,2018-12-18,2018-12-19,2018-12-20,2018-12-21,2018-12-22,2018-12-23,2018-12-24,2018-12-25,2018-12-26,2018-12-27,2018-12-28,2018-12-29,2018-12-30,2018-12-31,2019-1-1,2019-1-2,2019-1-3,2019-1-4,2019-1-5,2019-1-6,2019-1-7,2019-1-8,2019-1-9,2019-1-10
237,,,,99999,,,,,,,,打包价Package:,65,4309.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,4309.03,46,IQIYI&PPS VIDEO-PD,信息流,Video-Feeds (Mobile),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,,4309.03,46,IQIYI&PPS VIDEO-PD,信息流,Video-Feeds (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,21,1390.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,,4309.03,46,IQIYI&PPS VIDEO-PD,信息流,Video-Feeds (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,,,,99999,,,,,,,,打包价Package:,65,4309.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,4309.03,47,IQIYI&PPS VIDEO-PD,信息流,Video-Feeds (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,,4309.03,47,IQIYI&PPS VIDEO-PD,信息流,Video-Feeds (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,21,1390.01,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,,4309.03,47,IQIYI&PPS VIDEO-PD,信息流,Video-Feeds (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,69.5,22,1459.51,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,,,,99999,,,,,,,,打包价Package:,65,4309.03,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,0.01,48,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,1,0.01,16,16,0.016,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,,,,99999,,,,,,,,打包价Package:,1,0.01,,16,0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,205.51,49,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,1,0.01,7,7,0.0074,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,,205.51,49,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,3,205.5,7,22,0.0074,9.34,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,,,,99999,,,,,,,,打包价Package:,4,205.51,,29,0.0073,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,4452.53,50,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,23,1507.01,7,167,0.0073,9.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,,4452.53,50,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,22,1438.51,7,160,0.0073,8.99,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,,4452.53,50,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,23,1507.01,7,167,0.0073,9.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,,,,99999,,,,,,,,打包价Package:,68,4452.53,,494,0.0073,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,199.51,51,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (PC+Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,66.5,2,66.51,9,18,0.009,3.69,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,,199.51,51,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (PC+Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,66.5,2,133,9,18,0.009,7.39,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,,,,99999,,,,,,,,打包价Package:,4,199.51,,36,0.009,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,135.01,52,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (PC+Mobile+OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67.5,1,67.5,3,3,0.003,22.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,,135.01,52,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (PC+Mobile+OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67.5,1,0.01,3,3,0.003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,,135.01,52,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (PC+Mobile+OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67.5,1,67.5,3,3,0.003,22.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,,,,99999,,,,,,,,打包价Package:,3,135.01,,9,0.003,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,4585.01,53,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (PC+Phone+OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65.5,24,1572,12,288,0.012,5.46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,,4585.01,53,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (PC+Phone+OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65.5,23,1441.01,12,276,0.012,5.22,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,,4585.01,53,IQIYI&PPS VIDEO-PDB,视频播放页,Pause (PC+Phone+OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65.5,24,1572,12,288,0.012,5.46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,,,,99999,,,,,,,,打包价Package:,71,4585.01,,852,0.012,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,1507.01,54,IQIYI&PPS VIDEO-PD,视频播放页,Pause (PC),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,22,1438.51,16,352,0.016,4.09,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,,1507.01,54,IQIYI&PPS VIDEO-PD,视频播放页,Pause (PC),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,1,68.5,16,16,0.016,4.28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,,,,99999,,,,,,,,打包价Package:,23,1507.01,,368,0.016,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,1589.65,55,IQIYI&PPS VIDEO-PD,视频播放页,Pause (Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,22,1438.51,7,162,0.0074,8.88,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,,1589.65,55,IQIYI&PPS VIDEO-PD,视频播放页,Pause (Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,3,151.14,7,22,0.0074,6.87,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,,,,99999,,,,,,,,打包价Package:,25,1589.65,,184,0.0074,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,4485.88,56,IQIYI&PPS VIDEO-PD,视频播放页,Pause (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,23,1540.36,7,167,0.0073,9.22,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,,4485.88,56,IQIYI&PPS VIDEO-PD,视频播放页,Pause (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,22,1438.51,7,160,0.0073,8.99,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,,4485.88,56,IQIYI&PPS VIDEO-PD,视频播放页,Pause (OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,68.5,23,1507.01,7,167,0.0073,9.02,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,,,,99999,,,,,,,,打包价Package:,68,4485.88,,494,0.0073,9.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,1596.01,57,IQIYI&PPS VIDEO-PD,视频播放页,Pause (PC+Mobile),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,66.5,23,1463.01,9,207,0.009,7.07,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,,1596.01,57,IQIYI&PPS VIDEO-PD,视频播放页,Pause (PC+Mobile),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,66.5,2,133,9,18,0.009,7.39,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,,,,99999,,,,,,,,打包价Package:,25,1596.01,,225,0.009,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,135.01,58,IQIYI&PPS VIDEO-PD,视频播放页,Pause (PC+Mobile+OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67.5,1,67.5,3,3,0.003,22.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,,135.01,58,IQIYI&PPS VIDEO-PD,视频播放页,Pause (PC+Mobile+OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67.5,1,0.01,3,3,0.003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,,135.01,58,IQIYI&PPS VIDEO-PD,视频播放页,Pause (PC+Mobile+OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,67.5,1,67.5,3,3,0.003,22.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,,,,99999,,,,,,,,打包价Package:,3,135.01,,9,0.003,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,4585.01,59,IQIYI&PPS VIDEO-PD,视频播放页,Pause (PC+Phone+OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65.5,24,1572,12,288,0.012,5.46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,,4585.01,59,IQIYI&PPS VIDEO-PD,视频播放页,Pause (PC+Phone+OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65.5,23,1441.01,12,276,0.012,5.22,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,,4585.01,59,IQIYI&PPS VIDEO-PD,视频播放页,Pause (PC+Phone+OTT),CBL,Tianjin,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,65.5,24,1572,12,288,0.012,5.46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,,,,99999,,,,,,,,打包价Package:,71,4585.01,,852,0.012,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,4550,60,TENCENT VIDEO-PDB,开机画面,Pic-OpenScreen (OTT),SCCL,Jiangsu(excluding Wuxi\Suzhou\Changshu\Nantong),1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,22,1540,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,,4550,60,TENCENT VIDEO-PDB,开机画面,Pic-OpenScreen (OTT),SCCL,Fujian,1 Per Day,2018.11.20-2019.01.10,定向TOP5剧场 返还比130%,70,21,1470,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
